decimal_year,sst
2015.0,24.29571
2015.0833333333333,24.599358
2015.1666666666667,24.735485
2015.25,24.92368
2015.3333333333333,25.305834
2015.4166666666667,26.520163
2015.5,27.490002
2015.5833333333333,28.11271
2015.6666666666667,28.383959
2015.75,28.245024
2015.8333333333333,27.72859
2015.9166666666667,26.400253
2016.0,25.43872
2016.0833333333333,25.106634
2016.1666666666667,25.203747
2016.25,25.621693
2016.3333333333333,25.890808
2016.4166666666667,26.392498
2016.5,27.162895
2016.5833333333333,27.876587
2016.6666666666667,28.079699
2016.75,27.913956
2016.8333333333333,27.00061
2016.9166666666667,25.82485
2017.0,25.474052
2017.0833333333333,25.553726
2017.1666666666667,26.034424
2017.25,26.372072
2017.3333333333333,26.155687
2017.4166666666667,26.30577
2017.5,26.889297
2017.5833333333333,27.77288
2017.6666666666667,27.91451
2017.75,27.880526
2017.8333333333333,26.903448
2017.9166666666667,25.676386
2018.0,24.715311
2018.0833333333333,24.267065
2018.1666666666667,24.195354
2018.25,24.574917
2018.3333333333333,24.90042
2018.4166666666667,25.614088
2018.5,26.302061
2018.5833333333333,26.961563
2018.6666666666667,27.21864
2018.75,27.112097
2018.8333333333333,26.801657
2018.9166666666667,25.653341
2019.0,24.899446
2019.0833333333333,24.669985
2019.1666666666667,24.764738
2019.25,25.069105
2019.3333333333333,25.39194
2019.4166666666667,26.489002
2019.5,26.887466
2019.5833333333333,27.396086
2019.6666666666667,27.628773
2019.75,27.594706
2019.8333333333333,26.831787
2019.9166666666667,25.923836
2020.0,25.040136
2020.0833333333333,24.782337
2020.1666666666667,24.86093
2020.25,25.188227
2020.3333333333333,25.519709
2020.4166666666667,25.97168
2020.5,26.711271
2020.5833333333333,27.10609
2020.6666666666667,27.421555
2020.75,27.126968
2020.8333333333333,26.206802
2020.9166666666667,25.382706
2021.0,25.201519
2021.0833333333333,24.90202
2021.1666666666667,24.677225
2021.25,24.590357
2021.3333333333333,25.53536
2021.4166666666667,26.126661
2021.5,26.65117
2021.5833333333333,27.150019
2021.6666666666667,27.847324
2021.75,27.504501
2021.8333333333333,26.831293
2021.9166666666667,26.06457
2022.0,25.087755
2022.0833333333333,25.048456
2022.1666666666667,25.439676
2022.25,25.369547
2022.3333333333333,25.657778
2022.4166666666667,26.105522
2022.5,26.648497
2022.5833333333333,27.053137
2022.6666666666667,27.618382
2022.75,27.603605
2022.8333333333333,27.075455
2022.9166666666667,25.854063
2023.0,25.355288
2023.0833333333333,25.21648
2023.1666666666667,25.406574
2023.25,25.70035
2023.3333333333333,26.085869
2023.4166666666667,26.837084
2023.5,27.389545
2023.5833333333333,28.076693
2023.6666666666667,28.350225
2023.75,28.353346
2023.8333333333333,27.161606
2023.9166666666667,26.042309
2024.0,25.335474
2024.0833333333333,24.988268
2024.1666666666667,25.130947
2024.25,24.962696
2024.3333333333333,25.252197
2024.4166666666667,26.509665
2024.5,27.183174
2024.5833333333333,27.532482
2024.6666666666667,27.781828
2024.75,27.73908
2024.8333333333333,26.508587
2024.9166666666667,25.85208
2025.0,25.188524
2025.0833333333333,25.350082
2025.1666666666667,25.154182
2025.25,24.752161
2025.3333333333333,25.508652
2025.4166666666667,26.001797
2025.5,26.80066
2025.5833333333333,27.527033
2025.6666666666667,27.714733
2025.75,27.277308
2025.8333333333333,26.31889
2025.9166666666667,25.072668
2026.0,24.43746
2026.0833333333333,23.992147
2026.1666666666667,24.360128
2026.25,24.488144
2026.3333333333333,25.350008
2026.4166666666667,26.20212
2026.5,26.790901
2026.5833333333333,27.274403
2026.6666666666667,27.542997
2026.75,27.177856
2026.8333333333333,26.303045
2026.9166666666667,25.929174
2027.0,25.402243
2027.0833333333333,24.4495
2027.1666666666667,24.117725
2027.25,23.898932
2027.3333333333333,24.894882
2027.4166666666667,25.477938
2027.5,26.212902
2027.5833333333333,27.002834
2027.6666666666667,27.320202
2027.75,27.214893
2027.8333333333333,26.101236
2027.9166666666667,25.28255
2028.0,24.781261
2028.0833333333333,24.651009
2028.1666666666667,24.749205
2028.25,24.758314
2028.3333333333333,25.710333
2028.4166666666667,26.202284
2028.5,26.989141
2028.5833333333333,27.713451
2028.6666666666667,27.997585
2028.75,27.25103
2028.8333333333333,26.434053
2028.9166666666667,25.57156
2029.0,25.235134
2029.0833333333333,24.91341
2029.1666666666667,24.901842
2029.25,25.117867
2029.3333333333333,25.488525
2029.4166666666667,26.291546
2029.5,26.98201
2029.5833333333333,27.415384
2029.6666666666667,27.727783
2029.75,27.53266
2029.8333333333333,27.273018
2029.9166666666667,26.251001
2030.0,25.214241
2030.0833333333333,25.090141
2030.1666666666667,24.90037
2030.25,25.004313
2030.3333333333333,25.486254
2030.4166666666667,26.384388
2030.5,26.9697
2030.5833333333333,27.620836
2030.6666666666667,27.919405
2030.75,27.869823
2030.8333333333333,27.2476
2030.9166666666667,26.093132
2031.0,25.18368
