decimal_year,sst
2015.0,24.190912
2015.0833333333333,23.866524
2015.1666666666667,24.1042
2015.25,24.64728
2015.3333333333333,25.063366
2015.4166666666667,25.64318
2015.5,26.330465
2015.5833333333333,26.717495
2015.6666666666667,27.089674
2015.75,27.081802
2015.8333333333333,25.972109
2015.9166666666667,25.36491
2016.0,24.612856
2016.0833333333333,24.206188
2016.1666666666667,23.948446
2016.25,24.062553
2016.3333333333333,25.01372
2016.4166666666667,25.720444
2016.5,26.38878
2016.5833333333333,27.290295
2016.6666666666667,27.20676
2016.75,26.695984
2016.8333333333333,25.80074
2016.9166666666667,25.021315
2017.0,24.69182
2017.0833333333333,24.366964
2017.1666666666667,24.529753
2017.25,25.005796
2017.3333333333333,25.546131
2017.4166666666667,26.015291
2017.5,26.637085
2017.5833333333333,27.24949
2017.6666666666667,27.900385
2017.75,28.011642
2017.8333333333333,27.458986
2017.9166666666667,27.008673
2018.0,26.208124
2018.0833333333333,25.592604
2018.1666666666667,25.512863
2018.25,25.25323
2018.3333333333333,25.596064
2018.4166666666667,26.456528
2018.5,27.083183
2018.5833333333333,27.784025
2018.6666666666667,27.901213
2018.75,27.778097
2018.8333333333333,27.033081
2018.9166666666667,25.527758
2019.0,24.738806
2019.0833333333333,23.711071
2019.1666666666667,23.710455
2019.25,23.551664
2019.3333333333333,24.1306
2019.4166666666667,24.932798
2019.5,25.695509
2019.5833333333333,26.90746
2019.6666666666667,27.387959
2019.75,27.318995
2019.8333333333333,26.675396
2019.9166666666667,25.928988
2020.0,25.439777
2020.0833333333333,24.961658
2020.1666666666667,24.809076
2020.25,24.838171
2020.3333333333333,24.885958
2020.4166666666667,25.994282
2020.5,26.755514
2020.5833333333333,27.524359
2020.6666666666667,27.625557
2020.75,27.34583
2020.8333333333333,26.433235
2020.9166666666667,25.31
2021.0,24.858255
2021.0833333333333,24.646118
2021.1666666666667,24.670118
2021.25,24.88259
2021.3333333333333,25.78287
2021.4166666666667,26.31068
2021.5,26.690742
2021.5833333333333,27.099401
2021.6666666666667,27.28488
2021.75,27.030565
2021.8333333333333,26.634161
2021.9166666666667,26.128351
2022.0,25.706453
2022.0833333333333,25.731472
2022.1666666666667,25.876274
2022.25,26.126316
2022.3333333333333,26.827208
2022.4166666666667,27.343214
2022.5,27.68896
2022.5833333333333,28.073305
2022.6666666666667,28.080233
2022.75,27.870396
2022.8333333333333,27.090643
2022.9166666666667,26.214
2023.0,25.599419
2023.0833333333333,25.644653
2023.1666666666667,25.827425
2023.25,26.274637
2023.3333333333333,26.813328
2023.4166666666667,27.52788
2023.5,27.967104
2023.5833333333333,28.436983
2023.6666666666667,29.12959
2023.75,28.823086
2023.8333333333333,27.986193
2023.9166666666667,26.837492
2024.0,25.958921
2024.0833333333333,25.471558
2024.1666666666667,25.149223
2024.25,24.956163
2024.3333333333333,25.683104
2024.4166666666667,26.263592
2024.5,27.029892
2024.5833333333333,27.779337
2024.6666666666667,28.11387
2024.75,27.729992
2024.8333333333333,27.390244
2024.9166666666667,26.542278
2025.0,25.567656
2025.0833333333333,25.528294
2025.1666666666667,25.324333
2025.25,25.519299
2025.3333333333333,26.323174
2025.4166666666667,26.939346
2025.5,27.684237
2025.5833333333333,28.425177
2025.6666666666667,28.753609
2025.75,28.121115
2025.8333333333333,27.136923
2025.9166666666667,25.880434
2026.0,25.348621
2026.0833333333333,24.973524
2026.1666666666667,24.48238
2026.25,25.013916
2026.3333333333333,25.860638
2026.4166666666667,26.977661
2026.5,27.45841
2026.5833333333333,28.24022
2026.6666666666667,28.712519
2026.75,28.198181
2026.8333333333333,27.19781
2026.9166666666667,25.992304
2027.0,25.243763
2027.0833333333333,25.12123
2027.1666666666667,25.072084
2027.25,25.512331
2027.3333333333333,26.131298
2027.4166666666667,26.781048
2027.5,27.46675
2027.5833333333333,28.198778
2027.6666666666667,28.266962
2027.75,28.04044
2027.8333333333333,27.15354
2027.9166666666667,26.209011
2028.0,26.039654
2028.0833333333333,26.22531
2028.1666666666667,25.76277
2028.25,25.710434
2028.3333333333333,26.198067
2028.4166666666667,26.951334
2028.5,27.347712
2028.5833333333333,27.88432
2028.6666666666667,28.133823
2028.75,27.918266
2028.8333333333333,26.449814
2028.9166666666667,25.602362
2029.0,25.401325
2029.0833333333333,25.137383
2029.1666666666667,24.685865
2029.25,24.589403
2029.3333333333333,24.671753
2029.4166666666667,25.655516
2029.5,26.48089
2029.5833333333333,27.175076
2029.6666666666667,27.752993
2029.75,27.488274
2029.8333333333333,27.103395
2029.9166666666667,26.39822
2030.0,25.81804
2030.0833333333333,25.026245
2030.1666666666667,24.328703
2030.25,24.080826
2030.3333333333333,24.429638
2030.4166666666667,25.608122
2030.5,26.703524
2030.5833333333333,27.755526
2030.6666666666667,28.282068
2030.75,28.112827
2030.8333333333333,27.20407
2030.9166666666667,26.413668
2031.0,26.073439
2031.0833333333333,25.63619
2031.1666666666667,25.53315
2031.25,25.277704
2031.3333333333333,26.001545
2031.4166666666667,26.762552
2031.5,27.25367
2031.5833333333333,28.073751
2031.6666666666667,28.554764
2031.75,28.042177
2031.8333333333333,26.857841
2031.9166666666667,25.747145
2032.0,25.186243
2032.0833333333333,25.265041
2032.1666666666667,24.7342
2032.25,24.92401
2032.3333333333333,25.426355
2032.4166666666667,26.639023
2032.5,27.35995
2032.5833333333333,28.348402
2032.6666666666667,28.886406
2032.75,28.209366
2032.8333333333333,27.333223
2032.9166666666667,26.676825
2033.0,25.846706
2033.0833333333333,25.302618
2033.1666666666667,24.902033
2033.25,24.873644
2033.3333333333333,25.234436
2033.4166666666667,25.777975
2033.5,26.74889
